,등록일시,사망자,일일사망자,확진자,일일확진자,기준일,누적의심자,누적확진율
0,2020-03-10 00:00:00.000,54,0.0,7513,0.0,20200310,210144.0,3.919308057
1,2020-03-11 00:00:00.000,60,6.0,7755,242.0,20200311,222395.0,3.804174536
2,2020-03-12 00:00:00.000,66,6.0,7869,114.0,20200312,234998.0,3.621744273
3,2020-03-13 00:00:00.000,67,1.0,7979,110.0,20200313,248647.0,3.458499309
4,2020-03-14 00:00:00.000,72,5.0,8086,107.0,20200314,261335.0,3.318000336
5,2020-03-15 00:00:00.000,75,3.0,8162,76.0,20200315,268212.0,3.239660237
6,2020-03-16 00:00:00.000,75,0.0,8236,74.0,20200316,274504.0,3.173392208
7,2020-03-17 00:00:00.000,81,6.0,8320,84.0,20200317,286716.0,3.088057901
8,2020-03-18 00:00:00.000,84,3.0,8413,93.0,20200318,295647.0,3.012162506
9,2020-03-19 00:00:00.000,91,7.0,8565,152.0,20200319,307024.0,2.942085738
10,2020-03-20 00:00:00.000,94,3.0,8652,87.0,20200320,316664.0,2.873091828
11,2020-03-21 00:00:00.000,102,8.0,8799,147.0,20200321,327509.0,2.82195603
12,2020-03-22 00:00:00.000,104,2.0,8897,98.0,20200322,331780.0,2.804501324
13,2020-03-23 00:00:00.000,111,7.0,8961,64.0,20200323,338036.0,2.762262336
14,2020-03-24 00:00:00.000,120,9.0,9037,76.0,20200324,348582.0,2.712657065
15,2020-03-25 00:00:00.000,126,6.0,9137,100.0,20200325,357896.0,2.659057442
16,2020-03-26 00:00:00.000,131,5.0,9241,104.0,20200326,364942.0,2.635970254
17,2020-03-27 00:00:00.000,139,8.0,9332,91.0,20200327,376961.0,2.579739151
18,2020-03-28 00:00:00.000,144,5.0,9478,146.0,20200328,387925.0,2.552233541
19,2020-03-29 00:00:00.000,152,8.0,9583,105.0,20200329,394141.0,2.527742388
20,2020-03-30 00:00:00.000,158,6.0,9661,78.0,20200330,398902.0,2.506934876
21,2020-03-31 00:00:00.000,162,4.0,9786,125.0,20200331,410564.0,2.485825764
22,2020-04-01 00:00:00.000,165,3.0,9887,101.0,20200401,421547.0,2.441463644
23,2020-04-02 00:00:00.000,169,4.0,9976,89.0,20200402,431743.0,2.410488622
24,2020-04-03 00:00:00.000,174,5.0,10062,86.0,20200403,443273.0,2.371072072
25,2020-04-04 00:00:00.000,177,3.0,10156,94.0,20200404,455032.0,2.33531392
26,2020-04-05 00:00:00.000,183,6.0,10237,81.0,20200405,461233.0,2.317835811
27,2020-04-06 00:00:00.000,186,3.0,10284,47.0,20200406,466804.0,2.298054341
28,2020-04-07 00:00:00.000,192,6.0,10331,47.0,20200407,477304.0,2.262325524
29,2020-04-08 00:00:00.000,200,8.0,10384,53.0,20200408,486003.0,2.218116182
30,2020-04-09 00:00:00.000,204,4.0,10423,39.0,20200409,494711.0,2.175074395
31,2020-04-10 00:00:00.000,208,4.0,10450,27.0,20200410,503051.0,2.142477853
32,2020-04-11 00:00:00.000,211,3.0,10480,30.0,20200411,510479.0,2.111162368
33,2020-04-12 00:00:00.000,214,3.0,10512,32.0,20200412,514621.0,2.098903227
34,2020-04-13 00:00:00.000,217,3.0,10537,25.0,20200413,518743.0,2.08508129
35,2020-04-14 00:00:00.000,222,5.0,10564,27.0,20200414,527438.0,2.060114628
36,2020-04-15 00:00:00.000,225,3.0,10591,27.0,20200415,534552.0,2.038589022
37,2020-04-16 00:00:00.000,229,4.0,10613,22.0,20200416,538775.0,2.023423901
38,2020-04-17 00:00:00.000,230,1.0,10635,22.0,20200417,546463.0,1.998019828
39,2020-04-18 00:00:00.000,232,2.0,10653,18.0,20200418,554834.0,1.968098078
40,2020-04-19 00:00:00.000,234,2.0,10661,8.0,20200419,559109.0,1.949472083
41,2020-04-20 00:00:00.000,236,2.0,10674,13.0,20200420,563035.0,1.937015247
42,2020-04-21 00:00:00.000,237,1.0,10683,9.0,20200421,571014.0,1.913511364
43,2020-04-22 00:00:00.000,238,1.0,10694,11.0,20200422,577959.0,1.88994023
44,2020-04-23 00:00:00.000,240,2.0,10702,8.0,20200423,583971.0,1.865005786
45,2020-04-24 00:00:00.000,240,0.0,10708,6.0,20200424,589520.0,1.846461581
46,2020-04-25 00:00:00.000,240,0.0,10718,10.0,20200425,595161.0,1.829316166
47,2020-04-26 00:00:00.000,242,2.0,10728,10.0,20200426,598285.0,1.820508208
48,2020-04-27 00:00:00.000,243,1.0,10738,10.0,20200427,601660.0,1.811510464
49,2020-04-28 00:00:00.000,244,1.0,10752,14.0,20200428,608514.0,1.794060179
50,2020-04-29 00:00:00.000,246,2.0,10761,9.0,20200429,614197.0,1.776064962
51,2020-04-30 00:00:00.000,247,1.0,10765,4.0,20200430,619881.0,1.761153838
52,2020-05-01 00:00:00.000,248,1.0,10774,9.0,20200501,623069.0,1.753626397
53,2020-05-02 00:00:00.000,250,2.0,10780,6.0,20200502,627562.0,1.741332911
54,2020-05-03 00:00:00.000,250,0.0,10793,13.0,20200503,630973.0,1.734135623
55,2020-05-04 00:00:00.000,252,2.0,10801,8.0,20200504,633921.0,1.726102486
56,2020-05-05 00:00:00.000,254,2.0,10804,3.0,20200505,640237.0,1.711175063
57,2020-05-06 00:00:00.000,255,1.0,10806,2.0,20200506,643095.0,1.701501844
58,2020-05-07 00:00:00.000,256,1.0,10810,4.0,20200507,649388.0,1.686535332
59,2020-05-08 00:00:00.000,256,0.0,10822,12.0,20200508,654863.0,1.675242571
60,2020-05-09 00:00:00.000,256,0.0,10840,18.0,20200509,660030.0,1.665445238
61,2020-05-10 00:00:00.000,256,0.0,10874,34.0,20200510,663886.0,1.663306606
62,2020-05-11 00:00:00.000,256,0.0,10909,35.0,20200511,668492.0,1.658986876
63,2020-05-12 00:00:00.000,258,2.0,10936,27.0,20200512,680890.0,1.645600096
64,2020-05-13 00:00:00.000,259,1.0,10962,26.0,20200513,695920.0,1.62078005
65,2020-05-15 00:00:00.000,260,1.0,11018,56.0,20200515,726747.0,1.558698039
66,2020-05-16 00:00:00.000,262,2.0,11037,19.0,20200516,740645.0,1.528031211
67,2020-05-17 00:00:00.000,262,0.0,11050,13.0,20200517,747653.0,1.513713145
68,2020-05-18 00:00:00.000,263,1.0,11065,15.0,20200518,753211.0,1.501116511
69,2020-05-19 00:00:00.000,263,0.0,11078,13.0,20200519,765574.0,1.479732158
70,2020-05-20 00:00:00.000,263,0.0,11110,32.0,20200520,776433.0,1.461684397
71,2020-05-21 00:00:00.000,264,1.0,11122,12.0,20200521,788684.0,1.443300307
72,2020-05-22 00:00:00.000,264,0.0,11142,20.0,20200522,802418.0,1.42456772
73,2020-05-23 00:00:00.000,266,2.0,11165,23.0,20200523,814420.0,1.408209109
74,2020-05-24 00:00:00.000,266,0.0,11190,25.0,20200524,820289.0,1.398826935
75,2020-05-25 00:00:00.000,267,1.0,11206,16.0,20200525,826437.0,1.388001209
76,2020-05-26 00:00:00.000,269,2.0,11225,19.0,20200526,839475.0,1.373204589
77,2020-05-27 00:00:00.000,269,0.0,11265,40.0,20200527,852876.0,1.354267475
78,2020-05-28 00:00:00.000,269,0.0,11344,79.0,20200528,868666.0,1.340429353
79,2020-05-29 00:00:00.000,269,0.0,11402,58.0,20200529,885120.0,1.324946576
80,2020-05-30 00:00:00.000,269,0.0,11441,39.0,20200530,902901.0,1.305151819
81,2020-05-31 00:00:00.000,270,1.0,11468,27.0,20200531,910822.0,1.292128248
82,2020-06-01 00:00:00.000,271,1.0,11503,35.0,20200601,921391.0,1.281909837
83,2020-06-02 00:00:00.000,272,1.0,11541,38.0,20200602,939851.0,1.266948357
84,2020-06-03 00:00:00.000,273,1.0,11590,49.0,20200603,956852.0,1.247595499
85,2020-06-04 00:00:00.000,273,0.0,11629,39.0,20200604,973858.0,1.229724457
86,2020-06-05 00:00:00.000,273,0.0,11668,39.0,20200605,990960.0,1.212645267
87,2020-06-06 00:00:00.000,273,0.0,11719,51.0,20200606,1005305.0,1.199057452
88,2020-06-07 00:00:00.000,273,0.0,11776,57.0,20200607,1012769.0,1.193971741
89,2020-06-08 00:00:00.000,273,0.0,11813,37.0,20200608,1018214.0,1.188621911
90,2020-06-09 00:00:00.000,274,1.0,11851,38.0,20200609,1035997.0,1.175067276
91,2020-06-10 00:00:00.000,276,2.0,11901,50.0,20200610,1051972.0,1.160225357
92,2020-06-11 00:00:00.000,276,0.0,11946,45.0,20200611,1066888.0,1.147116269
93,2020-06-12 00:00:00.000,277,1.0,12002,56.0,20200612,1081486.0,1.135217859
94,2020-06-13 00:00:00.000,277,0.0,12050,48.0,20200613,1094704.0,1.124747049
95,2020-06-14 00:00:00.000,277,0.0,12084,34.0,20200614,1100327.0,1.119955958
96,2020-06-15 00:00:00.000,277,0.0,12121,37.0,20200615,1105719.0,1.117219055
97,2020-06-16 00:00:00.000,278,1.0,12155,34.0,20200616,1119767.0,1.107885538
98,2020-06-17 00:00:00.000,279,1.0,12198,43.0,20200617,1132823.0,1.097599821
99,2020-06-18 00:00:00.000,280,1.0,12257,59.0,20200618,1145712.0,1.090482367
100,2020-06-19 00:00:00.000,280,0.0,12306,49.0,20200619,1158063.0,1.082442806
101,2020-06-20 00:00:00.000,280,0.0,12373,67.0,20200620,1170901.0,1.07644565
102,2020-06-21 00:00:00.000,280,0.0,12421,48.0,20200621,1176463.0,1.074116736
103,2020-06-22 00:00:00.000,280,0.0,12438,17.0,20200622,1182066.0,1.069785484
104,2020-06-23 00:00:00.000,281,1.0,12484,46.0,20200623,1196012.0,1.063614073
105,2020-06-24 00:00:00.000,281,0.0,12535,51.0,20200624,1208597.0,1.05482214
106,2020-06-25 00:00:00.000,282,1.0,12563,28.0,20200625,1220478.0,1.045541779
107,2020-06-26 00:00:00.000,282,0.0,12602,39.0,20200626,1232315.0,1.03849485
108,2020-06-27 00:00:00.000,282,0.0,12653,51.0,20200627,1243780.0,1.033814467
109,2020-06-28 00:00:00.000,282,0.0,12715,62.0,20200628,1251695.0,1.03148399
110,2020-06-29 00:00:00.000,282,0.0,12757,42.0,20200629,1259954.0,1.027584568
111,2020-06-30 00:00:00.000,282,0.0,12799,42.0,20200630,1273765.0,1.021504347
112,2020-07-01 00:00:00.000,282,0.0,12850,51.0,20200701,1285231.0,1.015244468
113,2020-07-02 00:00:00.000,282,0.0,12904,54.0,20200702,1295962.0,1.011142629
114,2020-07-03 00:00:00.000,282,0.0,12965,61.0,20200703,1307759.0,1.00800887
115,2020-07-04 00:00:00.000,283,1.0,13028,63.0,20200704,1319521.0,1.00431699
116,2020-07-05 00:00:00.000,283,0.0,13089,61.0,20200705,1326055.0,1.003445246
117,2020-07-06 00:00:00.000,284,1.0,13137,48.0,20200706,1331796.0,1.002438756
118,2020-07-07 00:00:00.000,285,1.0,13181,44.0,20200707,1346194.0,0.996658649
119,2020-07-08 00:00:00.000,285,0.0,13243,62.0,20200708,1359734.0,0.991448819
120,2020-07-09 00:00:00.000,287,2.0,13293,50.0,20200709,1371771.0,0.986230756
121,2020-07-10 00:00:00.000,288,1.0,13338,45.0,20200710,1384890.0,0.97975338
122,2020-07-11 00:00:00.000,288,0.0,13373,35.0,20200711,1396941.0,0.973296041
123,2020-07-12 00:00:00.000,289,1.0,13417,44.0,20200712,1402144.0,0.972025206
124,2020-07-13 00:00:00.000,289,0.0,13479,62.0,20200713,1408312.0,0.972183254
125,2020-07-14 00:00:00.000,289,0.0,13512,33.0,20200714,1420616.0,0.967681639
126,2020-07-15 00:00:00.000,289,0.0,13551,39.0,20200715,1431316.0,0.96241599
127,2020-07-16 00:00:00.000,291,2.0,13612,61.0,20200716,1441348.0,0.959981494
128,2020-07-17 00:00:00.000,293,2.0,13672,60.0,20200717,1451017.0,0.957485326
129,2020-07-18 00:00:00.000,294,1.0,13711,39.0,20200718,1460204.0,0.953954028
130,2020-07-19 00:00:00.000,295,1.0,13745,34.0,20200719,1465299.0,0.952301111
131,2020-07-20 00:00:00.000,296,1.0,13771,26.0,20200720,1470193.0,0.950451069
132,2020-07-21 00:00:00.000,296,0.0,13816,45.0,20200721,1482390.0,0.947257711
133,2020-07-22 00:00:00.000,297,1.0,13879,63.0,20200722,1492071.0,0.943944175
134,2020-07-23 00:00:00.000,297,0.0,13938,59.0,20200723,1500854.0,0.942115779
135,2020-07-24 00:00:00.000,298,1.0,13979,41.0,20200724,1510327.0,0.938334022
136,2020-07-25 00:00:00.000,298,0.0,14092,113.0,20200725,1518634.0,0.940122872
137,2020-07-26 00:00:00.000,298,0.0,14150,58.0,20200726,1522926.0,0.94100466
138,2020-07-27 00:00:00.000,299,1.0,14175,25.0,20200727,1526974.0,0.939859595
139,2020-07-28 00:00:00.000,300,1.0,14203,28.0,20200728,1537704.0,0.93609533
140,2020-07-29 00:00:00.000,300,0.0,14251,48.0,20200729,1547307.0,0.932668665
141,2020-07-30 00:00:00.000,300,0.0,14269,18.0,20200730,1556215.0,0.928247973
142,2020-07-31 00:00:00.000,301,1.0,14305,36.0,20200731,1563796.0,0.925610787
143,2020-08-01 00:00:00.000,301,0.0,14336,31.0,20200801,1571830.0,0.922788552
144,2020-08-02 00:00:00.000,301,0.0,14366,30.0,20200802,1576246.0,0.921796779
145,2020-08-03 00:00:00.000,301,0.0,14389,23.0,20200803,1579757.0,0.920980878
146,2020-08-04 00:00:00.000,301,0.0,14423,34.0,20200804,1589780.0,0.918044933
147,2020-08-05 00:00:00.000,302,1.0,14456,33.0,20200805,1598187.0,0.915112202
148,2020-08-06 00:00:00.000,302,0.0,14499,43.0,20200806,1606487.0,0.912773158
149,2020-08-07 00:00:00.000,303,1.0,14519,20.0,20200807,1613652.0,0.909379024
150,2020-08-08 00:00:00.000,304,1.0,14562,43.0,20200808,1620514.0,0.907623929
151,2020-08-09 00:00:00.000,305,1.0,14598,36.0,20200809,1624650.0,0.907922209
152,2020-08-10 00:00:00.000,305,0.0,14626,28.0,20200810,1628303.0,0.907372448
153,2020-08-11 00:00:00.000,305,0.0,14660,34.0,20200811,1637844.0,0.904740011
154,2020-08-12 00:00:00.000,305,0.0,14714,54.0,20200812,1646652.0,0.903099964
155,2020-08-13 00:00:00.000,305,0.0,14770,56.0,20200813,1654898.0,0.902205119
156,2020-08-14 00:00:00.000,305,0.0,14873,103.0,20200814,1665084.0,0.904160121
157,2020-08-15 00:00:00.000,305,0.0,15039,166.0,20200815,1675296.0,0.909427349
158,2020-08-16 00:00:00.000,305,0.0,15318,279.0,20200816,1681787.0,0.922892283
159,2020-08-17 00:00:00.000,305,0.0,15515,197.0,20200817,1688470.0,0.931548731
160,2020-08-18 00:00:00.000,306,1.0,15761,246.0,20200818,1697042.0,0.942743341
161,2020-08-19 00:00:00.000,306,0.0,16058,297.0,20200819,1715064.0,0.953539164
162,2020-08-20 00:00:00.000,307,1.0,16346,288.0,20200820,1734083.0,0.96204722
163,2020-08-21 00:00:00.000,309,2.0,16670,324.0,20200821,1754123.0,0.971401067
164,2020-08-22 00:00:00.000,309,0.0,17002,332.0,20200822,1775800.0,0.980862169
165,2020-08-23 00:00:00.000,309,0.0,17398,396.0,20200823,1791186.0,0.997808011
166,2020-08-24 00:00:00.000,309,0.0,17664,266.0,20200824,1804422.0,1.005678004
167,2020-08-25 00:00:00.000,310,1.0,17944,280.0,20200825,1825837.0,1.010659119
168,2020-08-26 00:00:00.000,312,2.0,18264,320.0,20200826,1849506.0,1.016524082
169,2020-08-27 00:00:00.000,313,1.0,18705,441.0,20200827,1869579.0,1.029139418
170,2020-08-28 00:00:00.000,316,3.0,19076,371.0,20200828,1887717.0,1.038428835
171,2020-08-29 00:00:00.000,321,5.0,19399,323.0,20200829,1909329.0,1.045608675
172,2020-08-30 00:00:00.000,323,2.0,19698,299.0,20200830,1924170.0,1.055542725
173,2020-08-31 00:00:00.000,324,1.0,19946,248.0,20200831,1937689.0,1.061062989
174,2020-09-01 00:00:00.000,324,0.0,20181,235.0,20200901,1959080.0,1.060853045
175,2020-09-02 00:00:00.000,326,2.0,20448,267.0,20200902,1980295.0,1.063036151
176,2020-09-03 00:00:00.000,329,3.0,20643,195.0,20200903,2000552.0,1.061321482
177,2020-09-04 00:00:00.000,331,2.0,20841,198.0,20200904,2018906.0,1.059726234
178,2020-09-05 00:00:00.000,333,2.0,21009,168.0,20200905,2037045.0,1.058404972
179,2020-09-06 00:00:00.000,334,1.0,21176,167.0,20200906,2045935.0,1.060754971
180,2020-09-07 00:00:00.000,336,2.0,21295,119.0,20200907,2051297.0,1.062525072
181,2020-09-08 00:00:00.000,341,5.0,21431,136.0,20200908,2066078.0,1.059520208
182,2020-09-09 00:00:00.000,344,3.0,21587,156.0,20200909,2082234.0,1.0552373
183,2020-09-10 00:00:00.000,346,2.0,21742,155.0,20200910,2099591.0,1.052079941
184,2020-09-11 00:00:00.000,350,4.0,21918,176.0,20200911,2119211.0,1.048814521
185,2020-09-12 00:00:00.000,355,5.0,22054,136.0,20200912,2135457.0,1.046388101
186,2020-09-13 00:00:00.000,358,3.0,22175,121.0,20200913,2143270.0,1.048183346
187,2020-09-14 00:00:00.000,363,5.0,22284,109.0,20200914,2151002.0,1.049386728
188,2020-09-15 00:00:00.000,367,4.0,22390,106.0,20200915,2164578.0,1.047599084
189,2020-09-16 00:00:00.000,367,0.0,22503,113.0,20200916,2178832.0,1.045197609
190,2020-09-17 00:00:00.000,372,5.0,22656,153.0,20200917,2191892.0,1.045797975
191,2020-09-18 00:00:00.000,377,5.0,22782,126.0,20200918,2206365.0,1.044584913
192,2020-09-19 00:00:00.000,378,1.0,22892,110.0,20200919,2219162.0,1.043173778
193,2020-09-20 00:00:00.000,383,5.0,22974,82.0,20200920,2226701.0,1.043121974
194,2020-09-21 00:00:00.000,385,2.0,23044,70.0,20200921,2231589.0,1.043161934
195,2020-09-22 00:00:00.000,388,3.0,23105,61.0,20200922,2245112.0,1.039880462
196,2020-09-23 00:00:00.000,388,0.0,23215,110.0,20200923,2256899.0,1.038065223
197,2020-09-24 00:00:00.000,393,5.0,23340,125.0,20200924,2268999.0,1.038156014
198,2020-09-25 00:00:00.000,395,2.0,23454,114.0,20200925,2280276.0,1.037465813
199,2020-09-26 00:00:00.000,399,4.0,23515,61.0,20200926,2290345.0,1.035065456
200,2020-09-27 00:00:00.000,401,2.0,23610,95.0,20200927,2296517.0,1.036599742
201,2020-09-28 00:00:00.000,406,5.0,23660,50.0,20200928,2301303.0,1.036484609
202,2020-09-29 00:00:00.000,407,1.0,23698,38.0,20200929,2313044.0,1.033498649
203,2020-09-30 00:00:00.000,413,6.0,23811,113.0,20200930,2322999.0,1.034180376
204,2020-10-01 00:00:00.000,415,2.0,23888,77.0,20201001,2328435.0,1.034826629
205,2020-10-02 00:00:00.000,416,1.0,23951,63.0,20201002,2333777.0,1.035145057
206,2020-10-03 00:00:00.000,420,4.0,24026,75.0,20201003,2339859.0,1.036241273
207,2020-10-04 00:00:00.000,421,1.0,24090,64.0,20201004,2346345.0,1.03647274
208,2020-10-05 00:00:00.000,422,1.0,24163,73.0,20201005,2352378.0,1.037069338
209,2020-10-06 00:00:00.000,422,0.0,24238,75.0,20201006,2365433.0,1.034619942
210,2020-10-07 00:00:00.000,425,3.0,24352,114.0,20201007,2378073.0,1.033644816
211,2020-10-08 00:00:00.000,427,2.0,24421,69.0,20201008,2388844.0,1.031350592
212,2020-10-09 00:00:00.000,428,1.0,24475,54.0,20201009,2400233.0,1.028562735
213,2020-10-10 00:00:00.000,430,2.0,24547,72.0,20201010,2404684.0,1.028921466
214,2020-10-11 00:00:00.000,432,2.0,24605,58.0,20201011,2410483.0,1.028989871
215,2020-10-12 00:00:00.000,433,1.0,24703,98.0,20201012,2415610.0,1.030830181
216,2020-10-13 00:00:00.000,434,1.0,24794,91.0,20201013,2428760.0,1.029379284
217,2020-10-14 00:00:00.000,438,4.0,24878,84.0,20201014,2441443.0,1.02672379
218,2020-10-15 00:00:00.000,439,1.0,24988,110.0,20201015,2450739.0,1.027265623
219,2020-10-16 00:00:00.000,441,2.0,25035,47.0,20201016,2459426.0,1.025154469
220,2020-10-17 00:00:00.000,443,2.0,25108,73.0,20201017,2468527.0,1.02431086
221,2020-10-18 00:00:00.000,444,1.0,25199,91.0,20201018,2474529.0,1.025705526
222,2020-10-19 00:00:00.000,444,0.0,25275,76.0,20201019,2479226.0,1.026411361
223,2020-10-20 00:00:00.000,447,3.0,25333,58.0,20201020,2491311.0,1.024825926
224,2020-10-21 00:00:00.000,450,3.0,25422,89.0,20201021,2503489.0,1.0234316
225,2020-10-22 00:00:00.000,453,3.0,25543,121.0,20201022,2515325.0,1.02355749
226,2020-10-23 00:00:00.000,455,2.0,25698,155.0,20201023,2528621.0,1.024563121
227,2020-10-24 00:00:00.000,457,2.0,25775,77.0,20201024,2540679.0,1.023308405
228,2020-10-25 00:00:00.000,457,0.0,25836,61.0,20201025,2546146.0,1.023425171
229,2020-10-26 00:00:00.000,457,0.0,25955,119.0,20201026,2552264.0,1.025281049
230,2020-10-27 00:00:00.000,460,3.0,26043,88.0,20201027,2567587.0,1.023467883
231,2020-10-28 00:00:00.000,461,1.0,26146,103.0,20201028,2582960.0,1.021305784
232,2020-10-29 00:00:00.000,462,1.0,26271,125.0,20201029,2597978.0,1.021490534
233,2020-10-30 00:00:00.000,463,1.0,26384,113.0,20201030,2612231.0,1.020318981
234,2020-10-31 00:00:00.000,464,1.0,26511,127.0,20201031,2624492.0,1.020119177
235,2020-11-01 00:00:00.000,466,2.0,26635,124.0,20201101,2630630.0,1.02214605
236,2020-11-02 00:00:00.000,468,2.0,26732,97.0,20201102,2636650.0,1.023772886
237,2020-11-03 00:00:00.000,472,4.0,26807,75.0,20201103,2649859.0,1.021591101
238,2020-11-04 00:00:00.000,474,2.0,26924,117.0,20201104,2662259.0,1.020620136
239,2020-11-05 00:00:00.000,475,1.0,27049,125.0,20201105,2673705.0,1.021239933
240,2020-11-06 00:00:00.000,476,1.0,27194,145.0,20201106,2686313.0,1.02206801
241,2020-11-07 00:00:00.000,477,1.0,27283,89.0,20201107,2697248.0,1.021440784
242,2020-11-08 00:00:00.000,478,1.0,27426,143.0,20201108,2702879.0,1.024416645
243,2020-11-09 00:00:00.000,480,2.0,27552,126.0,20201109,2709198.0,1.02675863
244,2020-11-10 00:00:00.000,485,5.0,27652,100.0,20201110,2723959.0,1.025628091
245,2020-11-11 00:00:00.000,487,2.0,27797,145.0,20201111,2736532.0,1.026536241
246,2020-11-12 00:00:00.000,487,0.0,27940,143.0,20201112,2749770.0,1.027022378
247,2020-11-13 00:00:00.000,488,1.0,28131,191.0,20201113,2761409.0,1.029952879
248,2020-11-14 00:00:00.000,492,4.0,28336,205.0,20201114,2777287.0,1.033182078
249,2020-11-15 00:00:00.000,493,1.0,28544,208.0,20201115,2786876.0,1.037775705
250,2020-11-16 00:00:00.000,494,1.0,28766,222.0,20201116,2797689.0,1.042482446
251,2020-11-17 00:00:00.000,494,0.0,28996,230.0,20201117,2815753.0,1.045069995
252,2020-11-18 00:00:00.000,496,2.0,29281,285.0,20201118,2834332.0,1.048880158
